data_set,force,position,timestamp
1,1.653,33.9,2021-05-14 00:46:58.228428
1,1.658,33.9,2021-05-14 00:46:58.290191
1,1.657,33.9,2021-05-14 00:46:58.342151
1,1.656,33.9,2021-05-14 00:46:58.406421
1,1.656,33.9,2021-05-14 00:46:58.477235
1,1.657,33.9,2021-05-14 00:46:58.539261
1,1.662,33.9,2021-05-14 00:46:58.601194
1,1.661,33.9,2021-05-14 00:46:58.662761
1,1.658,33.9,2021-05-14 00:46:58.714376
1,1.655,33.9,2021-05-14 00:46:58.776458
1,1.659,33.9,2021-05-14 00:46:58.838936
1,1.657,33.9,2021-05-14 00:46:58.889868
1,1.656,33.9,2021-05-14 00:46:58.951376
1,1.658,33.9,2021-05-14 00:46:59.013088
1,1.655,33.9,2021-05-14 00:46:59.064479
1,1.65,33.9,2021-05-14 00:46:59.125929
1,1.655,33.9,2021-05-14 00:46:59.191263
1,1.652,33.9,2021-05-14 00:46:59.345398
1,1.652,33.9,2021-05-14 00:46:59.459712
1,1.658,33.9,2021-05-14 00:46:59.623006
1,1.657,33.9,2021-05-14 00:46:59.684668
1,1.653,33.9,2021-05-14 00:46:59.736193
1,1.653,33.9,2021-05-14 00:46:59.798107
1,1.655,33.9,2021-05-14 00:46:59.961637
1,1.657,33.9,2021-05-14 00:47:00.014959
1,1.652,33.9,2021-05-14 00:47:00.076188
1,1.653,33.9,2021-05-14 00:47:00.427863
1,1.655,33.9,2021-05-14 00:47:00.581503
1,1.66,33.9,2021-05-14 00:47:00.745239
1,1.66,33.9,2021-05-14 00:47:00.797703
1,1.657,33.9,2021-05-14 00:47:00.860173
1,1.651,33.9,2021-05-14 00:47:00.923167
1,1.653,33.9,2021-05-14 00:47:00.974768
1,1.652,33.9,2021-05-14 00:47:01.036929
1,1.653,33.9,2021-05-14 00:47:01.089032
1,1.654,33.9,2021-05-14 00:47:01.252772
1,1.655,33.9,2021-05-14 00:47:01.315483
1,1.652,33.9,2021-05-14 00:47:01.367623
1,1.655,33.9,2021-05-14 00:47:01.430995
1,1.653,33.9,2021-05-14 00:47:01.483294
1,1.656,33.9,2021-05-14 00:47:01.555726
1,1.652,33.9,2021-05-14 00:47:01.608020
1,1.652,33.9,2021-05-14 00:47:01.660747
1,1.656,33.9,2021-05-14 00:47:01.722687
1,1.655,33.9,2021-05-14 00:47:01.785029
1,1.655,33.9,2021-05-14 00:47:01.848598
1,1.655,33.9,2021-05-14 00:47:01.910810
1,1.657,33.9,2021-05-14 00:47:01.963502
1,1.661,33.9,2021-05-14 00:47:02.025945
1,1.654,33.9,2021-05-14 00:47:02.326361
1,1.656,33.9,2021-05-14 00:47:02.580535
1,1.656,34.4,2021-05-14 00:47:03.073992
1,1.656,34.4,2021-05-14 00:47:03.075428
1,1.655,34.4,2021-05-14 00:47:03.077338
1,1.654,34.4,2021-05-14 00:47:03.078144
1,1.654,34.4,2021-05-14 00:47:03.079765
1,1.652,34.4,2021-05-14 00:47:03.080691
1,1.654,34.4,2021-05-14 00:47:03.081780
1,1.653,34.4,2021-05-14 00:47:03.083199
1,1.652,34.4,2021-05-14 00:47:03.084108
1,1.651,34.4,2021-05-14 00:47:03.084893
1,1.652,34.4,2021-05-14 00:47:03.086039
1,1.652,34.4,2021-05-14 00:47:03.086948
1,1.653,34.4,2021-05-14 00:47:03.087875
1,1.652,34.4,2021-05-14 00:47:03.089066
1,1.655,34.4,2021-05-14 00:47:03.852392
1,1.656,34.4,2021-05-14 00:47:04.094208
1,1.653,34.3,2021-05-14 00:47:04.155850
1,1.654,34.3,2021-05-14 00:47:04.157538
1,1.651,34.3,2021-05-14 00:47:04.158262
1,1.655,34.3,2021-05-14 00:47:04.159083
1,1.653,34.3,2021-05-14 00:47:04.160610
1,1.654,34.3,2021-05-14 00:47:04.161581
1,1.651,34.3,2021-05-14 00:47:04.162562
1,1.655,34.3,2021-05-14 00:47:04.164039
1,1.656,34.3,2021-05-14 00:47:04.165024
1,1.653,34.3,2021-05-14 00:47:04.166778
1,1.654,34.3,2021-05-14 00:47:04.167663
1,1.658,34.3,2021-05-14 00:47:04.169372
1,1.656,34.3,2021-05-14 00:47:04.169857
1,1.655,34.3,2021-05-14 00:47:04.170471
1,1.656,34.3,2021-05-14 00:47:04.379588
1,1.653,34.3,2021-05-14 00:47:04.655682
1,1.656,34.3,2021-05-14 00:47:04.943221
1,1.655,34.3,2021-05-14 00:47:05.187429
1,1.655,34.2,2021-05-14 00:47:05.223689
1,1.656,34.2,2021-05-14 00:47:05.224168
1,1.659,34.2,2021-05-14 00:47:05.224865
1,1.657,34.2,2021-05-14 00:47:05.226252
1,1.656,34.2,2021-05-14 00:47:05.227148
1,1.658,34.2,2021-05-14 00:47:05.227967
1,1.655,34.2,2021-05-14 00:47:05.229313
1,1.654,34.2,2021-05-14 00:47:05.230161
1,1.653,34.2,2021-05-14 00:47:05.230816
1,1.654,34.2,2021-05-14 00:47:05.231866
1,1.656,34.2,2021-05-14 00:47:05.232940
1,1.651,34.2,2021-05-14 00:47:05.233607
1,1.655,34.2,2021-05-14 00:47:05.234576
1,1.655,34.2,2021-05-14 00:47:05.235973
1,1.657,34.2,2021-05-14 00:47:05.469436
1,1.656,34.2,2021-05-14 00:47:05.750711
1,1.654,34.2,2021-05-14 00:47:06.034842
1,1.655,34.1,2021-05-14 00:47:06.263967
1,1.655,34.1,2021-05-14 00:47:06.266765
1,1.658,34.1,2021-05-14 00:47:06.267726
1,1.656,34.1,2021-05-14 00:47:06.269627
1,1.654,34.1,2021-05-14 00:47:06.270514
1,1.652,34.1,2021-05-14 00:47:06.273151
1,1.653,34.1,2021-05-14 00:47:06.275798
1,1.657,34.1,2021-05-14 00:47:06.276388
1,1.653,34.1,2021-05-14 00:47:06.277509
1,1.651,34.1,2021-05-14 00:47:06.278276
1,1.652,34.1,2021-05-14 00:47:06.278910
1,1.655,34.1,2021-05-14 00:47:06.477851
1,1.656,34.1,2021-05-14 00:47:06.767674
1,1.655,34.1,2021-05-14 00:47:07.034874
1,1.657,34.1,2021-05-14 00:47:07.386796
1,1.656,34.0,2021-05-14 00:47:07.502396
1,1.656,34.0,2021-05-14 00:47:07.503014
1,1.655,34.0,2021-05-14 00:47:07.503883
1,1.656,34.0,2021-05-14 00:47:07.505972
1,1.656,34.0,2021-05-14 00:47:07.506936
1,1.654,34.0,2021-05-14 00:47:07.508640
1,1.654,34.0,2021-05-14 00:47:07.509824
1,1.654,34.0,2021-05-14 00:47:07.511169
1,1.656,34.0,2021-05-14 00:47:07.511967
1,1.658,34.0,2021-05-14 00:47:07.512696
1,1.658,34.0,2021-05-14 00:47:07.513910
1,1.654,34.0,2021-05-14 00:47:07.514772
1,1.655,34.0,2021-05-14 00:47:07.515361
1,1.657,34.0,2021-05-14 00:47:07.517159
1,1.659,34.0,2021-05-14 00:47:07.520535
1,1.658,34.0,2021-05-14 00:47:07.521279
1,1.658,34.0,2021-05-14 00:47:08.260348
1,1.657,33.9,2021-05-14 00:47:08.510941
1,1.656,33.9,2021-05-14 00:47:08.511866
1,1.662,33.9,2021-05-14 00:47:08.513055
1,1.654,33.9,2021-05-14 00:47:08.514330
1,1.656,33.9,2021-05-14 00:47:08.515110
1,1.655,33.9,2021-05-14 00:47:08.516883
1,1.658,33.9,2021-05-14 00:47:08.517892
1,1.653,33.9,2021-05-14 00:47:08.518902
1,1.656,33.9,2021-05-14 00:47:08.520760
1,1.655,33.9,2021-05-14 00:47:08.521723
1,1.652,33.9,2021-05-14 00:47:08.523101
1,1.655,33.9,2021-05-14 00:47:08.523931
1,1.654,33.9,2021-05-14 00:47:08.524769
1,1.659,33.9,2021-05-14 00:47:08.526025
1,1.662,33.9,2021-05-14 00:47:08.538102
1,1.657,33.9,2021-05-14 00:47:08.599156
1,1.657,33.9,2021-05-14 00:47:08.650541
1,1.657,33.9,2021-05-14 00:47:08.712155
1,1.655,33.9,2021-05-14 00:47:08.774158
1,1.656,33.9,2021-05-14 00:47:08.825471
1,1.657,33.9,2021-05-14 00:47:08.887152
1,1.658,33.9,2021-05-14 00:47:08.948622
1,1.657,33.9,2021-05-14 00:47:09.237192
1,1.655,33.9,2021-05-14 00:47:09.537288
1,1.658,33.9,2021-05-14 00:47:09.815610
1,1.658,33.9,2021-05-14 00:47:10.192343
1,1.653,34.4,2021-05-14 00:47:10.194476
1,1.657,34.4,2021-05-14 00:47:10.195893
1,1.653,34.4,2021-05-14 00:47:10.203061
1,1.653,34.4,2021-05-14 00:47:10.204695
1,1.652,34.4,2021-05-14 00:47:10.205951
1,1.656,34.4,2021-05-14 00:47:10.209709
1,1.655,34.4,2021-05-14 00:47:10.214678
1,1.659,34.4,2021-05-14 00:47:10.215676
1,1.657,34.4,2021-05-14 00:47:10.217832
1,1.659,34.4,2021-05-14 00:47:10.219917
1,1.655,34.4,2021-05-14 00:47:10.221404
1,1.655,34.4,2021-05-14 00:47:10.223575
1,1.657,34.4,2021-05-14 00:47:10.225555
1,1.657,34.4,2021-05-14 00:47:10.259922
1,1.657,34.4,2021-05-14 00:47:10.321437
1,1.649,34.4,2021-05-14 00:47:10.383009
1,1.656,34.4,2021-05-14 00:47:10.434565
1,1.654,34.4,2021-05-14 00:47:10.496188
1,1.652,34.4,2021-05-14 00:47:10.548350
1,1.654,34.4,2021-05-14 00:47:10.609918
1,1.656,34.4,2021-05-14 00:47:10.674255
1,1.66,34.4,2021-05-14 00:47:10.726220
1,1.657,34.4,2021-05-14 00:47:10.840049
1,1.655,34.4,2021-05-14 00:47:10.964475
1,1.656,34.4,2021-05-14 00:47:11.129041
1,1.655,34.4,2021-05-14 00:47:11.198165
1,1.655,34.4,2021-05-14 00:47:11.246651
1,1.657,34.4,2021-05-14 00:47:11.308134
1,1.658,34.4,2021-05-14 00:47:11.410266
1,1.657,34.4,2021-05-14 00:47:11.522676
1,1.655,34.4,2021-05-14 00:47:11.584508
1,1.655,34.4,2021-05-14 00:47:11.635936
1,1.651,34.4,2021-05-14 00:47:11.697992
1,1.651,34.4,2021-05-14 00:47:11.759651
1,1.654,34.4,2021-05-14 00:47:11.811209
1,1.652,34.4,2021-05-14 00:47:11.872710
1,1.654,34.4,2021-05-14 00:47:11.934226
1,1.653,34.4,2021-05-14 00:47:11.985735
1,1.656,34.4,2021-05-14 00:47:12.048756
1,1.652,34.4,2021-05-14 00:47:12.204154
